4d37966e-0822-46b9-888f-40cb6970daa7,2026-01-15T10:26:03.176888,I want a psychological thriller.,"What kind of atmosphere or tone are you looking for in the psychological thriller? Examples (feel free to answer differently): dark and ominous, eerie and suspenseful, gritty and intense, mysterious and unsettling
Examples (feel free to answer differently):
- more introspective and subtle
- darker and heavier
- lighter and hopeful
- slower and contemplative",Beklemmend en waanzinnig,,,Find a psychological thriller with a beklemmend en waanzinnig atmosphere.,ALL
3999277b-051d-426a-b578-0a01bf316e38,2026-01-15T10:26:16.766317,I am looking for a classic mafia movie.,"What type of atmosphere or tone are you looking for in a classic mafia movie?
Examples (feel free to answer differently):
- more introspective and subtle
- darker and heavier
- lighter and hopeful
- slower and contemplative",Dark and intense atmosphere,,,Find a classic mafia movie with a dark and intense atmosphere.,ALL
fa52a913-5c09-4130-bbd2-d63c257eb396,2026-01-15T10:26:30.496955,Recommend me a classic sci-fi book about sand.,"What kind of atmosphere or tone are you looking for in the book? For example, do you prefer a desolate or adventurous vibe?
Examples (feel free to answer differently):
- more introspective and subtle
- darker and heavier
- lighter and hopeful
- slower and contemplative",Epic and mysterious tone,,,"Find a classic sci-fi book with an epic and mysterious tone, centered around sand.",ALL
9b118a2c-84c4-4c8c-adca-b5b6ce8f8285,2026-01-15T10:26:42.825041,I want a romantic movie that plays in London.,"What kind of atmosphere or tone are you looking for in the romantic movie set in London? Examples (feel free to answer differently): cozy, elegant, whimsical, melancholic
Examples (feel free to answer differently):
- more introspective and subtle
- darker and heavier
- lighter and hopeful
- slower and contemplative",Light-hearted and romantic feel,,,A light-hearted and romantic movie set in London with a hopeful and uplifting atmosphere.,ALL
c2950db4-8105-40f7-b2d6-b73d0c382a65,2026-01-15T10:26:54.818052,I need a dystopian novel about surveillance.,,,,,"Find a dystopian novel with a focus on surveillance, creating a tense and ominous atmosphere.",ALL
38bd1973-27b0-4a86-a7e8-37f4f9967132,2026-01-15T10:27:09.022785,I want a fantasy movie with a ring.,"What kind of atmosphere or tone are you looking for in the fantasy movie with a ring? Examples (feel free to answer differently): mystical, adventurous, dark, whimsical
Examples (feel free to answer differently):
- more introspective and subtle
- darker and heavier
- lighter and hopeful
- slower and contemplative",Epic and magical adventure quest,"What is the narrative focus of the fantasy movie you are looking for? Examples (feel free to answer differently): character-driven, world-driven, theme-driven, plot-driven
Examples (feel free to answer differently):
- more introspective and subtle
- darker and heavier
- lighter and hopeful
- slower and contemplative",Plotdriven and epic journey,A plot-driven and epic fantasy movie featuring an epic and magical adventure quest with a ring at its core.,ALL
491bb0a6-89d9-48c6-a357-3021afdef57a,2026-01-15T10:27:23.362064,I look for a mystery book with a famous detective in London.,"What kind of atmosphere or tone are you looking for in the mystery book? Examples (feel free to answer differently): dark and gritty, light-hearted and humorous, eerie and atmospheric, classic and sophisticated
Examples (feel free to answer differently):
- more introspective and subtle
- darker and heavier
- lighter and hopeful
- slower and contemplative",Intellectueel en mysterieus,"What level of emotional intensity are you looking for in the mystery book? Examples (feel free to answer differently): restrained and understated, intense and gripping, emotionally charged and dramatic, subtle and nuanced
Examples (feel free to answer differently):
- more introspective and subtle
- darker and heavier
- lighter and hopeful
- slower and contemplative",Intrigerend en meeslepend,"Find a mystery book set in London with an intellectual and mysterious atmosphere, featuring intriguing and captivating emotional intensity.",ALL
b85f44ce-675a-47cf-babb-c3358df5ee9a,2026-01-15T10:27:36.305760,I want a horror movie where sound is dangerous.,,,,,"Find a horror movie where sound is a deadly threat, creating a tense and ominous atmosphere throughout.",ALL
47acd635-a282-47da-8281-8f35997140ef,2026-01-15T10:27:47.697764,I want a biography about the founder of Apple.,,,,,"A biography focusing on the visionary founder of Apple, exploring his journey in creating one of the most influential tech companies in history.",ALL
9f7d40ab-3ab3-48c0-b459-cdc81aff0653,2026-01-15T10:28:01.257258,I want an animated movie about a bathhouse for spirits.,"What kind of atmosphere or tone would you prefer in the movie? Examples (feel free to answer differently): whimsical, mysterious, serene, magical
Examples (feel free to answer differently):
- more introspective and subtle
- darker and heavier
- lighter and hopeful
- slower and contemplative","Magical and mysterious ambiance, please",,,An animated movie set in a bathhouse for spirits with a magical and mysterious ambiance.,ALL
f32f0b56-a244-443c-a298-22e0c96a38ca,2026-01-15T10:28:13.792683,I want to watch a space western.,"What kind of atmosphere or tone are you looking for in this space western? Examples (feel free to answer differently): gritty and rugged, adventurous and optimistic, mysterious and atmospheric, humorous and light-hearted
Examples (feel free to answer differently):
- more introspective and subtle
- darker and heavier
- lighter and hopeful
- slower and contemplative",Gritty and tense,,,"A gritty and tense space western with a darker and heavier atmosphere, focusing on intense character dynamics and internal conflicts.",ALL
380ede3f-3288-4eb4-99d4-7f62d9ab1f9c,2026-01-15T10:28:33.372143,Recommend a show about survival in a post-apocalyptic world.,"What type of atmosphere or tone are you looking for in a post-apocalyptic show?
Examples (feel free to answer differently):
- more introspective and subtle
- darker and heavier
- lighter and hopeful
- slower and contemplative",Intense and suspenseful atmosphere,"What direction or constraint would you prefer in terms of intensity and suspense in a post-apocalyptic show?
Examples (feel free to answer differently):
- more introspective and subtle
- darker and heavier
- lighter and hopeful
- slower and contemplative",Fast-paced and action-packed,Explore a post-apocalyptic world where the intense and suspenseful atmosphere is heightened by fast-paced action and thrilling sequences of survival.,ALL
9bc9e57f-ad8b-487b-a1c9-ae48b2ab2a0d,2026-01-15T10:28:56.406248,I like complex political dramas with a fantasy twist.,"What type of atmosphere or tone do you prefer in your shows? For example, do you prefer a dark and gritty atmosphere or a more whimsical and light-hearted tone?
Examples (feel free to answer differently):
- more introspective and subtle
- darker and heavier
- lighter and hopeful
- slower and contemplative",Epic and brutal tone,"What direction or constraint would you prefer in terms of narrative focus? For instance, are you looking for a character-driven story or a plot-driven one?
Examples (feel free to answer differently):
- more introspective and subtle
- darker and heavier
- lighter and hopeful
- slower and contemplative",Character-driven with intense plot,"Explore a complex political drama with a fantasy twist, featuring an epic and brutal tone. The narrative focuses on intense character dynamics within a plot-driven story.",ALL
514779bf-f053-4e72-b5b0-3aba93e72f1d,2026-01-15T10:29:09.122853,Looking for a mystery series about the paranormal.,"What kind of atmosphere or tone are you looking for in the mystery series about the paranormal? Examples (feel free to answer differently): eerie, suspenseful, supernatural, dark
Examples (feel free to answer differently):
- more introspective and subtle
- darker and heavier
- lighter and hopeful
- slower and contemplative","Mysterious, suspenseful, and intriguing",,,"Find a mystery series about the paranormal with a mysterious, suspenseful, and intriguing atmosphere.",ALL
fb3d0ac3-032e-4ff6-9ce6-11019eb01f02,2026-01-15T10:29:21.183025,Give me a thrilling crime series about a big robbery.,"What kind of atmosphere or tone are you looking for in the series? Examples (feel free to answer differently): gritty and dark, suspenseful and intense, fast-paced and adrenaline-fueled, mysterious and intriguing
Examples (feel free to answer differently):
- more introspective and subtle
- darker and heavier
- lighter and hopeful
- slower and contemplative",Suspenseful and intense,,,A suspenseful and intense crime series follows a high-stakes heist that keeps viewers on the edge of their seats as the intricate plans unfold and the tension escalates with each twist and turn.,ALL
8a1a9efe-9e15-435f-b4e6-35e2fa38f481,2026-01-15T10:29:34.886077,I want a show about a lawyer.,"What type of atmosphere or tone are you looking for in a show about a lawyer?
Examples (feel free to answer differently):
- more introspective and subtle
- darker and heavier
- lighter and hopeful
- slower and contemplative",Tragicomic and tense,"What direction or constraint would you prefer for the show's atmosphere and tone? For example, more tragicomic elements or less tension?
Examples (feel free to answer differently):
- more introspective and subtle
- darker and heavier
- lighter and hopeful
- slower and contemplative","More tension, less tragicomic moments","Explore a show about a lawyer with a tragicomic and tense atmosphere, emphasizing tension over comedic moments.",ALL
3918cef6-24b6-48f4-a4d0-57a550baf28e,2026-01-15T10:29:47.203309,I'm looking for a medical drama.,"What type of atmosphere or tone are you looking for in a medical drama? Examples (feel free to answer differently): intense, heartwarming, gritty, light-hearted
Examples (feel free to answer differently):
- more introspective and subtle
- darker and heavier
- lighter and hopeful
- slower and contemplative",Heartfelt and inspiring medical drama,,,A heartfelt and inspiring medical drama with a more introspective and subtle tone.,ALL
75a9b811-0a7c-47fa-9880-9bff3a8fcad2,2026-01-15T10:29:59.758963,Suggest a funny sitcom about friends.,"What kind of humor do you prefer in a sitcom? For example, sarcastic, slapstick, witty, or absurd humor?
Examples (feel free to answer differently):
- more introspective and subtle
- darker and heavier
- lighter and hopeful
- slower and contemplative",Witty and relatable humor,,,Find a witty and relatable sitcom about friends with a lighter and hopeful tone.,ALL
1408ff7d-a06f-49aa-8f37-7913466d2790,2026-01-15T10:30:14.246909,I want a dramatic story about ambition and wealth.,"What type of atmosphere or tone are you looking for in the story? Examples (feel free to answer differently): dark and brooding, intense and gripping, glamorous and extravagant, gritty and realistic
Examples (feel free to answer differently):
- more introspective and subtle
- darker and heavier
- lighter and hopeful
- slower and contemplative",Glamorous and extravagant,"What direction or constraint would you like for the story? Examples (feel free to answer differently): more focus on character relationships, less emphasis on action scenes, similar tone throughout, explicit emphasis on themes
Examples (feel free to answer differently):
- more introspective and subtle
- darker and heavier
- lighter and hopeful
- slower and contemplative",Focus on character relationships,A glamorous and extravagant story focusing on character relationships in the world of ambition and wealth.,ALL
48eefebf-0b6d-45cf-83b0-3c20db4ab807,2026-01-15T10:30:29.486408,Recommend a horror series that is very atmospheric.,"What specific atmosphere or tone are you looking for in a horror series? For example, do you prefer something eerie, suspenseful, mysterious, or unsettling? Examples (feel free to answer differently): eerie, suspenseful, mysterious, unsettling
Examples (feel free to answer differently):
- more introspective and subtle
- darker and heavier
- lighter and hopeful
- slower and contemplative",Terrifying and emotional,"What type of conflict do you prefer in a horror series? For example, are you more interested in internal struggles within characters or external threats and dangers? Examples (feel free to answer differently): internal struggles, external threats
Examples (feel free to answer differently):
- more introspective and subtle
- darker and heavier
- lighter and hopeful
- slower and contemplative",Internal struggles within characters,"Find a horror series that is terrifying and emotional, focusing on internal struggles within characters for a deep and psychological experience.",ALL
e02d7ebf-8b4d-47ae-955f-b12129be0f9d,2026-01-15T10:40:18.705996,I want a psychological thriller.,"What kind of atmosphere or tone are you looking for in the psychological thriller? Examples (feel free to answer differently): eerie, suspenseful, unsettling, mysterious
Examples (feel free to answer differently):
- more introspective and subtle
- darker and heavier
- lighter and hopeful
- slower and contemplative",Beklemmend en waanzinnig,,,"A psychological thriller with a beklemmend en waanzinnig atmosphere, combining introspective subtlety with dark heaviness for a gripping and unsettling experience.",ALL
2e717587-4330-409a-b3b8-a82cc609706b,2026-01-15T10:40:33.571022,I am looking for a classic mafia movie.,"What type of atmosphere or tone are you looking for in a classic mafia movie? Examples (feel free to answer differently): gritty, suspenseful, glamorous, gritty
Examples (feel free to answer differently):
- more introspective and subtle
- darker and heavier
- lighter and hopeful
- slower and contemplative","Dark, tense, serious atmosphere",,,"Find a classic mafia movie with a dark, tense, and serious atmosphere.",ALL
c3c35101-396e-46a4-8500-0e5969a0f4ba,2026-01-15T10:40:48.674909,Recommend me a classic sci-fi book about sand.,"What kind of atmosphere or tone are you looking for in the book? Examples (feel free to answer differently): mysterious, desolate, adventurous, eerie
Examples (feel free to answer differently):
- more introspective and subtle
- darker and heavier
- lighter and hopeful
- slower and contemplative","Epic, political, mysterious and desolate","What is your preference regarding pacing/energy in the book? Examples (feel free to answer differently): slow and contemplative, fast and action-packed, moderate and steady
Examples (feel free to answer differently):
- more introspective and subtle
- darker and heavier
- lighter and hopeful
- slower and contemplative","Slow and contemplative, introspective vibe","Find a classic sci-fi book with an epic, political, mysterious, and desolate atmosphere. The pacing should be slow and contemplative, with an introspective vibe.",ALL
6479e0b7-88e0-4e01-bfe7-9166867318a6,2026-01-15T10:41:02.878902,I want a romantic movie that plays in London.,"What kind of atmosphere or tone are you looking for in the romantic movie set in London? Examples (feel free to answer differently): cozy, elegant, whimsical, melancholic
Examples (feel free to answer differently):
- more introspective and subtle
- darker and heavier
- lighter and hopeful
- slower and contemplative","Luchtig, romantisch, grappig, feel-good","What level of emotional intensity are you looking for in the romantic movie set in London? Examples (feel free to answer differently): restrained, intense
Examples (feel free to answer differently):
- more introspective and subtle
- darker and heavier
- lighter and hopeful
- slower and contemplative",Light-hearted and heartwarming vibe,"A light-hearted and heartwarming romantic movie set in London with a cozy, elegant, or whimsical atmosphere.",ALL
56b3fd82-117c-41a6-852a-4b423277dd66,2026-01-15T10:41:14.114039,I need a dystopian novel about surveillance.,,,,,Find a dystopian novel with a focus on surveillance in a oppressive society.,ALL
ade2c6c8-3b64-4843-9066-62cad75f5a9e,2026-01-15T10:41:30.159644,I want a fantasy movie with a ring.,"What kind of atmosphere or tone are you looking for in the fantasy movie with a ring? Examples (feel free to answer differently): mystical, adventurous, dark, whimsical
Examples (feel free to answer differently):
- more introspective and subtle
- darker and heavier
- lighter and hopeful
- slower and contemplative",Epic adventure in magical world,"What type of conflict are you interested in for the epic adventure in a magical world? Examples (feel free to answer differently): internal, external, both equally
Examples (feel free to answer differently):
- more introspective and subtle
- darker and heavier
- lighter and hopeful
- slower and contemplative",External conflicts with epic battles,A fantasy movie set in a magical world where external conflicts lead to epic battles.,ALL
eb70ad64-300f-4d41-9231-5a233ec889bb,2026-01-15T10:41:43.236743,I look for a mystery book with a famous detective in London.,,,,,Search for a mystery book featuring a famous detective in London.,ALL
1ddc0f15-a429-4729-b9b4-d489c2315115,2026-01-15T10:41:53.952029,I want a horror movie where sound is dangerous.,,,,,Find a horror movie where sound is a deadly threat throughout the story.,ALL
81e02bf9-aa1f-437e-8ab4-a2cb4372ad2a,2026-01-15T10:42:09.380137,I want a biography about the founder of Apple.,"What kind of tone or atmosphere are you looking for in the biography? Examples (feel free to answer differently): inspirational, introspective, celebratory, reflective
Examples (feel free to answer differently):
- more introspective and subtle
- darker and heavier
- lighter and hopeful
- slower and contemplative",Inspirerend en soms kritisch,"What specific direction or constraint would you like for the biography? For example, more focus on personal struggles, less on achievements, similar tone throughout, contrasting themes
Examples (feel free to answer differently):
- more introspective and subtle
- darker and heavier
- lighter and hopeful
- slower and contemplative",Focus on personal struggles,"A biography that is inspirerend en soms kritisch, with a focus on personal struggles.",ALL
2d80fa40-ed01-4b4f-8db4-b3273e9df965,2026-01-15T10:42:21.655142,I want an animated movie about a bathhouse for spirits.,"What kind of atmosphere or tone are you looking for in the movie? Examples (feel free to answer differently): mystical, whimsical, eerie, serene
Examples (feel free to answer differently):
- more introspective and subtle
- darker and heavier
- lighter and hopeful
- slower and contemplative",Magical and enchanting atmosphere,,,An animated movie set in a bathhouse for spirits with a magical and enchanting atmosphere.,ALL
b5401856-d6d0-48fe-b812-e55d3326d873,2026-01-15T10:42:37.713221,I want to watch a space western.,"What kind of atmosphere or tone are you looking for in this space western? Examples (feel free to answer differently): gritty and dark, adventurous and upbeat, mysterious and atmospheric, rugged and isolated
Examples (feel free to answer differently):
- more introspective and subtle
- darker and heavier
- lighter and hopeful
- slower and contemplative",Gritty and intense atmosphere,"What type of conflict are you interested in seeing in this space western? Examples (feel free to answer differently): internal struggles within characters, external battles between factions, a mix of both, survival against the environment
Examples (feel free to answer differently):
- more introspective and subtle
- darker and heavier
- lighter and hopeful
- slower and contemplative",External battles between factions,Watch a space western with a gritty and intense atmosphere featuring external battles between factions.,ALL
ad0cfa53-0daf-4c1f-bd85-ebcf72b13965,2026-01-15T10:42:51.962255,Recommend a show about survival in a post-apocalyptic world.,"What type of atmosphere or tone are you looking for in the show? Examples (feel free to answer differently): gritty, desolate, hopeful, intense
Examples (feel free to answer differently):
- more introspective and subtle
- darker and heavier
- lighter and hopeful
- slower and contemplative","Post-apocalyptic, suspenseful, survival-focused","What direction or constraint would you prefer for the show? Examples (feel free to answer differently): more character-driven, less action-oriented, similar pacing and intensity, explicit emphasis on survival
Examples (feel free to answer differently):
- more introspective and subtle
- darker and heavier
- lighter and hopeful
- slower and contemplative",Character-driven and emotionally intense,Explore a character-driven and emotionally intense story of survival in a post-apocalyptic world.,ALL
d003e839-3d66-4b97-8307-aa1f1776f34c,2026-01-15T10:43:05.861899,I like complex political dramas with a fantasy twist.,"What kind of atmosphere or tone do you prefer in your political dramas with a fantasy twist?
Examples (feel free to answer differently):
- more introspective and subtle
- darker and heavier
- lighter and hopeful
- slower and contemplative",Epic and brutal battles,"What direction or constraint would you prefer for the complex political dramas with a fantasy twist? For example, more focus on character development or on intricate plot twists?
Examples (feel free to answer differently):
- more introspective and subtle
- darker and heavier
- lighter and hopeful
- slower and contemplative",Focus on character development,"Explore a complex political drama with a fantasy twist, focusing on character development amidst epic and brutal battles.",ALL
7ab2ca74-fd3d-4ee7-9a2c-c2c255108a56,2026-01-15T10:43:18.976979,Looking for a mystery series about the paranormal.,"What kind of atmosphere or tone are you looking for in the mystery series about the paranormal? Examples (feel free to answer differently): eerie, suspenseful, light-hearted, dark
Examples (feel free to answer differently):
- more introspective and subtle
- darker and heavier
- lighter and hopeful
- slower and contemplative",Suspenseful and mysterious with aliens,,,Find a mystery series about the paranormal with a suspenseful and mysterious atmosphere involving aliens.,ALL
8bf6cc69-fa19-4f33-b4f8-9eb069456585,2026-01-15T10:43:31.595990,Give me a thrilling crime series about a big robbery.,"What type of atmosphere or tone are you looking for in the series? Examples (feel free to answer differently): dark and gritty, suspenseful and intense, light-hearted and comedic, mysterious and eerie
Examples (feel free to answer differently):
- more introspective and subtle
- darker and heavier
- lighter and hopeful
- slower and contemplative",Tense and suspenseful atmosphere,,,Find a tense and suspenseful crime series centered around a big robbery.,ALL
d3c3ca9a-7b37-4a76-a94b-347978a9d785,2026-01-15T10:43:44.026936,I want a show about a lawyer.,"What type of atmosphere or tone are you looking for in a show about a lawyer? Examples (feel free to answer differently): intense, light-hearted, gritty, suspenseful
Examples (feel free to answer differently):
- more introspective and subtle
- darker and heavier
- lighter and hopeful
- slower and contemplative",Tragicomic and tense,,,"Find a show that is tragicomic and tense, blending elements of tragedy and comedy with a tense atmosphere.",ALL
88e6cee5-be4b-430a-88a6-cbfcef18d975,2026-01-15T10:43:58.457245,I'm looking for a medical drama.,"What kind of atmosphere or tone are you looking for in the medical drama? Examples (feel free to answer differently): intense, heartwarming, gritty, suspenseful
Examples (feel free to answer differently):
- more introspective and subtle
- darker and heavier
- lighter and hopeful
- slower and contemplative",Heartfelt and inspiring medical drama,,,A heartfelt and inspiring medical drama with a focus on the emotional journeys of the characters and the uplifting moments amidst the challenges they face.,ALL
642698bc-32e7-4981-925d-e8edbb5764c4,2026-01-15T10:44:10.118315,Suggest a funny sitcom about friends.,,,,,Find a lighthearted sitcom with a focus on humor and friendship among a group of friends.,ALL
